sale_id,customer_id,country,product_id,product_name,category,quantity,unit_price,discount,amount,event_ts
269,76,FR,101,Laptop Pro,Computers,4,1299.0,0.1,4676.4,2026-02-10T07:57:00+00:00
270,79,FR,101,Laptop Pro,Computers,5,1299.0,0.0,6495.0,2026-03-25T09:13:00+00:00
271,83,DE,101,Laptop Pro,Computers,1,1299.0,0.05,1234.05,2026-06-04T05:54:00+00:00
272,52,IT,104,Mouse,Accessories,1,49.0,0.05,46.55,2026-05-10T16:31:00+00:00
273,57,ES,101,Laptop Pro,Computers,1,1299.0,0.0,1299.0,2026-04-21T17:41:00+00:00
274,19,FR,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-04-24T15:41:00+00:00
275,82,BE,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-03-11T08:11:00+00:00
276,77,DE,105,Dock USB-C,Accessories,3,159.0,0.05,453.15,2026-04-03T00:47:00+00:00
277,78,BE,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-06-05T05:54:00+00:00
278,84,ES,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-03-20T07:00:00+00:00
279,58,ES,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-05-31T15:02:00+00:00
280,59,DE,104,Mouse,Accessories,4,49.0,0.0,196.0,2026-02-26T21:32:00+00:00
281,55,ES,103,Keyboard,Accessories,3,79.0,0.0,237.0,2026-06-23T14:18:00+00:00
282,20,IT,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-01-17T14:34:00+00:00
283,11,ES,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-05-16T13:09:00+00:00
284,95,IT,103,Keyboard,Accessories,2,79.0,0.1,142.2,2026-01-11T22:03:00+00:00
285,76,FR,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-05-02T23:19:00+00:00
286,16,IT,104,Mouse,Accessories,3,49.0,0.05,139.65,2026-06-08T00:45:00+00:00
287,93,ES,101,Laptop Pro,Computers,3,1299.0,0.1,3507.3,2026-02-26T21:06:00+00:00
288,46,BE,101,Laptop Pro,Computers,5,1299.0,0.1,5845.5,2026-02-08T17:28:00+00:00
289,20,IT,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-06-04T05:48:00+00:00
290,14,ES,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-01-21T21:56:00+00:00
291,98,IT,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-05-27T22:48:00+00:00
292,55,ES,107,Server Mini,Servers,5,2199.0,0.1,9895.5,2026-04-22T16:44:00+00:00
293,87,FR,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-04-21T20:44:00+00:00
294,85,FR,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-02-02T20:14:00+00:00
295,35,DE,106,Webcam HD,Accessories,3,99.0,0.0,297.0,2026-03-05T21:38:00+00:00
296,1,FR,102,Monitor 27,Displays,2,349.0,0.1,628.2,2026-04-30T15:58:00+00:00
297,52,IT,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-01-17T16:53:00+00:00
298,96,BE,105,Dock USB-C,Accessories,2,159.0,0.05,302.1,2026-03-18T10:16:00+00:00
299,59,DE,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-02-26T17:33:00+00:00
300,93,ES,103,Keyboard,Accessories,5,79.0,0.1,355.5,2026-01-16T11:10:00+00:00
301,7,FR,102,Monitor 27,Displays,2,349.0,0.1,628.2,2026-01-10T01:24:00+00:00
302,87,FR,101,Laptop Pro,Computers,3,1299.0,0.05,3702.15,2026-05-01T12:03:00+00:00
303,55,ES,104,Mouse,Accessories,5,49.0,0.05,232.75,2026-03-17T09:35:00+00:00
304,35,DE,102,Monitor 27,Displays,5,349.0,0.0,1745.0,2026-03-04T20:04:00+00:00
305,56,DE,101,Laptop Pro,Computers,3,1299.0,0.1,3507.3,2026-03-30T14:07:00+00:00
306,68,IT,106,Webcam HD,Accessories,3,99.0,0.0,297.0,2026-02-10T03:27:00+00:00
307,51,IT,105,Dock USB-C,Accessories,1,159.0,0.0,159.0,2026-02-07T05:08:00+00:00
308,39,FR,102,Monitor 27,Displays,2,349.0,0.0,698.0,2026-02-22T16:36:00+00:00
309,42,IT,101,Laptop Pro,Computers,1,1299.0,0.05,1234.05,2026-05-16T23:45:00+00:00
310,56,DE,102,Monitor 27,Displays,2,349.0,0.05,663.1,2026-04-07T22:53:00+00:00
311,91,FR,102,Monitor 27,Displays,5,349.0,0.1,1570.5,2026-06-01T16:58:00+00:00
312,86,DE,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-03-14T06:49:00+00:00
313,95,IT,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-03-25T16:41:00+00:00
314,10,ES,107,Server Mini,Servers,3,2199.0,0.1,5937.3,2026-03-20T03:34:00+00:00
315,74,DE,104,Mouse,Accessories,4,49.0,0.0,196.0,2026-01-21T23:12:00+00:00
316,52,IT,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-05-26T21:01:00+00:00
317,80,DE,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-03-21T12:01:00+00:00
318,14,ES,102,Monitor 27,Displays,4,349.0,0.1,1256.4,2026-03-14T21:35:00+00:00
319,68,IT,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-05-16T18:28:00+00:00
320,44,ES,102,Monitor 27,Displays,3,349.0,0.0,1047.0,2026-01-14T21:42:00+00:00
321,66,FR,106,Webcam HD,Accessories,1,99.0,0.1,89.1,2026-04-03T20:00:00+00:00
322,25,FR,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-05-13T09:58:00+00:00
323,83,DE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-01-19T17:09:00+00:00
324,19,FR,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-04-20T15:55:00+00:00
325,20,IT,107,Server Mini,Servers,1,2199.0,0.0,2199.0,2026-06-23T04:15:00+00:00
326,99,ES,106,Webcam HD,Accessories,4,99.0,0.05,376.2,2026-05-18T08:13:00+00:00
327,73,DE,107,Server Mini,Servers,5,2199.0,0.05,10445.25,2026-05-04T23:55:00+00:00
328,73,DE,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-06-07T07:57:00+00:00
329,81,ES,103,Keyboard,Accessories,2,79.0,0.05,150.1,2026-01-13T10:20:00+00:00
330,61,IT,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-04-18T15:57:00+00:00
331,8,FR,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-02-26T12:11:00+00:00
332,60,BE,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-03-09T03:02:00+00:00
333,37,BE,101,Laptop Pro,Computers,1,1299.0,0.1,1169.1,2026-04-19T03:34:00+00:00
334,65,IT,104,Mouse,Accessories,4,49.0,0.1,176.4,2026-04-11T21:50:00+00:00
335,95,IT,101,Laptop Pro,Computers,4,1299.0,0.1,4676.4,2026-04-29T15:55:00+00:00
336,25,FR,103,Keyboard,Accessories,5,79.0,0.05,375.25,2026-04-02T06:30:00+00:00
337,20,IT,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-05-28T15:10:00+00:00
338,44,ES,106,Webcam HD,Accessories,1,99.0,0.1,89.1,2026-04-28T14:58:00+00:00
339,23,FR,101,Laptop Pro,Computers,2,1299.0,0.05,2468.1,2026-03-21T23:51:00+00:00
340,68,IT,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-03-08T05:53:00+00:00
341,48,DE,103,Keyboard,Accessories,4,79.0,0.05,300.2,2026-05-21T23:41:00+00:00
342,44,ES,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-05-24T16:11:00+00:00
343,81,ES,106,Webcam HD,Accessories,3,99.0,0.0,297.0,2026-03-02T00:26:00+00:00
344,13,BE,105,Dock USB-C,Accessories,4,159.0,0.0,636.0,2026-02-15T20:59:00+00:00
345,93,ES,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-03-02T16:28:00+00:00
346,11,ES,105,Dock USB-C,Accessories,2,159.0,0.0,318.0,2026-02-26T11:25:00+00:00
347,84,ES,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-04-19T07:46:00+00:00
348,91,FR,101,Laptop Pro,Computers,3,1299.0,0.1,3507.3,2026-03-10T13:44:00+00:00
349,83,DE,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-05-02T23:46:00+00:00
350,90,BE,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-04-28T14:31:00+00:00
351,86,DE,104,Mouse,Accessories,5,49.0,0.0,245.0,2026-01-04T07:39:00+00:00
352,47,DE,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-03-04T05:03:00+00:00
353,99,ES,104,Mouse,Accessories,2,49.0,0.0,98.0,2026-01-26T01:01:00+00:00
354,20,IT,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-04-03T10:07:00+00:00
355,99,ES,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-05-01T12:00:00+00:00
356,44,ES,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-04-19T17:24:00+00:00
357,49,BE,102,Monitor 27,Displays,2,349.0,0.0,698.0,2026-06-01T08:12:00+00:00
358,89,BE,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-05-12T06:53:00+00:00
359,57,ES,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-05-04T03:04:00+00:00
360,93,ES,102,Monitor 27,Displays,4,349.0,0.1,1256.4,2026-02-21T20:52:00+00:00
361,97,ES,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-04-08T05:07:00+00:00
362,31,BE,103,Keyboard,Accessories,4,79.0,0.0,316.0,2026-03-08T23:07:00+00:00
363,87,FR,105,Dock USB-C,Accessories,4,159.0,0.05,604.2,2026-05-21T01:43:00+00:00
364,37,BE,107,Server Mini,Servers,4,2199.0,0.1,7916.4,2026-04-07T00:30:00+00:00
365,54,BE,102,Monitor 27,Displays,2,349.0,0.1,628.2,2026-01-26T04:40:00+00:00
366,33,FR,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-04-11T22:49:00+00:00
367,14,ES,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-02-21T21:27:00+00:00
368,11,ES,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-03-23T19:06:00+00:00
369,66,FR,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-06-22T06:56:00+00:00
370,29,ES,107,Server Mini,Servers,4,2199.0,0.0,8796.0,2026-06-19T09:17:00+00:00
371,4,FR,104,Mouse,Accessories,1,49.0,0.05,46.55,2026-04-02T09:18:00+00:00
372,48,DE,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-03-10T06:01:00+00:00
373,29,ES,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-06-02T18:25:00+00:00
374,92,IT,106,Webcam HD,Accessories,3,99.0,0.0,297.0,2026-01-26T01:10:00+00:00
375,5,ES,103,Keyboard,Accessories,4,79.0,0.0,316.0,2026-05-19T03:25:00+00:00
376,91,FR,104,Mouse,Accessories,4,49.0,0.1,176.4,2026-01-01T22:56:00+00:00
377,11,ES,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-06-02T00:00:00+00:00
378,20,IT,105,Dock USB-C,Accessories,5,159.0,0.1,715.5,2026-03-19T01:13:00+00:00
379,15,FR,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-02-24T19:44:00+00:00
380,16,IT,101,Laptop Pro,Computers,2,1299.0,0.05,2468.1,2026-04-27T07:37:00+00:00
381,80,DE,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-06-02T07:32:00+00:00
382,64,BE,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-04-26T01:03:00+00:00
383,66,FR,105,Dock USB-C,Accessories,2,159.0,0.0,318.0,2026-02-23T00:35:00+00:00
384,55,ES,101,Laptop Pro,Computers,5,1299.0,0.0,6495.0,2026-02-13T19:02:00+00:00
385,74,DE,104,Mouse,Accessories,2,49.0,0.0,98.0,2026-04-06T07:08:00+00:00
386,47,DE,101,Laptop Pro,Computers,5,1299.0,0.1,5845.5,2026-04-03T08:32:00+00:00
387,65,IT,105,Dock USB-C,Accessories,1,159.0,0.05,151.05,2026-06-08T23:38:00+00:00
388,61,IT,101,Laptop Pro,Computers,4,1299.0,0.0,5196.0,2026-02-16T04:12:00+00:00
389,96,BE,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-03-04T18:27:00+00:00
390,31,BE,106,Webcam HD,Accessories,1,99.0,0.1,89.1,2026-05-14T20:04:00+00:00
391,97,ES,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-03-06T03:13:00+00:00
392,70,FR,103,Keyboard,Accessories,2,79.0,0.05,150.1,2026-05-07T14:12:00+00:00
393,62,FR,106,Webcam HD,Accessories,2,99.0,0.0,198.0,2026-01-12T11:41:00+00:00
394,92,IT,107,Server Mini,Servers,4,2199.0,0.0,8796.0,2026-02-23T10:04:00+00:00
395,26,FR,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-02-27T10:51:00+00:00
396,40,BE,105,Dock USB-C,Accessories,4,159.0,0.1,572.4,2026-03-28T04:18:00+00:00
397,33,FR,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-03-06T23:38:00+00:00
398,100,BE,101,Laptop Pro,Computers,3,1299.0,0.0,3897.0,2026-01-23T15:50:00+00:00
399,48,DE,104,Mouse,Accessories,4,49.0,0.05,186.2,2026-06-12T20:43:00+00:00
400,50,DE,103,Keyboard,Accessories,2,79.0,0.05,150.1,2026-05-06T23:41:00+00:00
401,64,BE,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-05-26T20:16:00+00:00
402,11,ES,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-03-20T09:21:00+00:00
403,78,BE,107,Server Mini,Servers,2,2199.0,0.1,3958.2,2026-02-23T11:29:00+00:00
404,42,IT,101,Laptop Pro,Computers,1,1299.0,0.0,1299.0,2026-05-01T07:36:00+00:00
405,38,DE,103,Keyboard,Accessories,4,79.0,0.1,284.4,2026-05-11T15:31:00+00:00
406,55,ES,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-03-23T09:32:00+00:00
407,6,ES,106,Webcam HD,Accessories,3,99.0,0.1,267.3,2026-03-21T04:17:00+00:00
408,36,DE,106,Webcam HD,Accessories,1,99.0,0.0,99.0,2026-05-03T04:26:00+00:00
409,82,BE,104,Mouse,Accessories,3,49.0,0.1,132.3,2026-05-26T20:02:00+00:00
410,96,BE,106,Webcam HD,Accessories,2,99.0,0.0,198.0,2026-01-26T23:48:00+00:00
411,78,BE,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-01-23T23:30:00+00:00
412,9,BE,102,Monitor 27,Displays,3,349.0,0.0,1047.0,2026-03-11T16:42:00+00:00
413,73,DE,101,Laptop Pro,Computers,5,1299.0,0.0,6495.0,2026-05-04T14:52:00+00:00
414,58,ES,103,Keyboard,Accessories,3,79.0,0.05,225.15,2026-05-19T21:58:00+00:00
415,10,ES,105,Dock USB-C,Accessories,2,159.0,0.1,286.2,2026-03-08T19:13:00+00:00
416,51,IT,103,Keyboard,Accessories,3,79.0,0.0,237.0,2026-01-21T15:39:00+00:00
417,4,FR,106,Webcam HD,Accessories,2,99.0,0.05,188.1,2026-04-05T06:03:00+00:00
418,50,DE,105,Dock USB-C,Accessories,1,159.0,0.0,159.0,2026-05-22T01:52:00+00:00
419,34,DE,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-04-22T09:19:00+00:00
420,37,BE,106,Webcam HD,Accessories,4,99.0,0.0,396.0,2026-01-23T07:48:00+00:00
421,18,BE,107,Server Mini,Servers,1,2199.0,0.05,2089.05,2026-02-01T10:20:00+00:00
422,92,IT,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-05-02T13:50:00+00:00
423,45,DE,106,Webcam HD,Accessories,1,99.0,0.1,89.1,2026-04-09T16:46:00+00:00
424,38,DE,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-05-25T11:42:00+00:00
425,47,DE,105,Dock USB-C,Accessories,2,159.0,0.0,318.0,2026-02-06T14:05:00+00:00
426,18,BE,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-03-07T16:46:00+00:00
427,71,FR,105,Dock USB-C,Accessories,3,159.0,0.05,453.15,2026-05-27T07:15:00+00:00
428,71,FR,102,Monitor 27,Displays,5,349.0,0.0,1745.0,2026-01-12T23:15:00+00:00
429,40,BE,104,Mouse,Accessories,4,49.0,0.1,176.4,2026-03-16T18:47:00+00:00
430,99,ES,104,Mouse,Accessories,5,49.0,0.0,245.0,2026-01-23T19:33:00+00:00
431,41,BE,106,Webcam HD,Accessories,1,99.0,0.05,94.05,2026-03-26T19:15:00+00:00
432,88,DE,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-06-09T19:51:00+00:00
433,100,BE,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-05-20T18:29:00+00:00
434,17,DE,104,Mouse,Accessories,5,49.0,0.0,245.0,2026-06-01T08:24:00+00:00
435,16,IT,105,Dock USB-C,Accessories,2,159.0,0.0,318.0,2026-01-30T23:23:00+00:00
436,21,DE,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-06-22T11:37:00+00:00
437,67,IT,103,Keyboard,Accessories,1,79.0,0.0,79.0,2026-02-05T17:39:00+00:00
438,82,BE,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-04-24T18:45:00+00:00
439,39,FR,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-04-02T11:46:00+00:00
440,83,DE,102,Monitor 27,Displays,5,349.0,0.1,1570.5,2026-01-29T01:41:00+00:00
441,22,ES,106,Webcam HD,Accessories,5,99.0,0.1,445.5,2026-03-03T11:04:00+00:00
442,73,DE,101,Laptop Pro,Computers,1,1299.0,0.0,1299.0,2026-01-09T06:37:00+00:00
443,83,DE,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-04-29T12:49:00+00:00
444,27,DE,107,Server Mini,Servers,5,2199.0,0.05,10445.25,2026-04-23T12:33:00+00:00
445,82,BE,101,Laptop Pro,Computers,4,1299.0,0.1,4676.4,2026-02-22T17:35:00+00:00
446,83,DE,103,Keyboard,Accessories,4,79.0,0.0,316.0,2026-05-27T11:44:00+00:00
447,88,DE,104,Mouse,Accessories,3,49.0,0.05,139.65,2026-01-14T06:49:00+00:00
448,89,BE,101,Laptop Pro,Computers,2,1299.0,0.05,2468.1,2026-03-17T15:52:00+00:00
449,62,FR,104,Mouse,Accessories,2,49.0,0.0,98.0,2026-04-21T10:32:00+00:00
450,19,FR,103,Keyboard,Accessories,3,79.0,0.0,237.0,2026-03-14T14:01:00+00:00
451,17,DE,107,Server Mini,Servers,3,2199.0,0.1,5937.3,2026-04-13T05:53:00+00:00
452,14,ES,103,Keyboard,Accessories,2,79.0,0.05,150.1,2026-01-23T07:18:00+00:00
453,35,DE,104,Mouse,Accessories,2,49.0,0.0,98.0,2026-01-18T14:58:00+00:00
454,7,FR,103,Keyboard,Accessories,4,79.0,0.1,284.4,2026-03-18T02:51:00+00:00
455,32,FR,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-06-19T23:37:00+00:00
456,74,DE,106,Webcam HD,Accessories,3,99.0,0.0,297.0,2026-05-19T22:07:00+00:00
457,21,DE,104,Mouse,Accessories,5,49.0,0.05,232.75,2026-04-01T19:06:00+00:00
458,40,BE,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-06-22T01:47:00+00:00
459,51,IT,105,Dock USB-C,Accessories,4,159.0,0.0,636.0,2026-02-09T03:58:00+00:00
460,75,BE,103,Keyboard,Accessories,1,79.0,0.0,79.0,2026-02-21T05:15:00+00:00
461,64,BE,105,Dock USB-C,Accessories,4,159.0,0.0,636.0,2026-04-08T16:50:00+00:00
462,2,DE,107,Server Mini,Servers,1,2199.0,0.05,2089.05,2026-01-25T09:10:00+00:00
463,34,DE,106,Webcam HD,Accessories,3,99.0,0.05,282.15,2026-03-08T14:48:00+00:00
464,6,ES,104,Mouse,Accessories,1,49.0,0.1,44.1,2026-04-13T06:36:00+00:00
465,25,FR,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-01-14T09:15:00+00:00
466,50,DE,105,Dock USB-C,Accessories,4,159.0,0.1,572.4,2026-02-20T22:07:00+00:00
467,80,DE,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-01-24T10:08:00+00:00
468,13,BE,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-04-12T13:12:00+00:00
469,47,DE,107,Server Mini,Servers,2,2199.0,0.0,4398.0,2026-04-20T16:12:00+00:00
470,66,FR,104,Mouse,Accessories,5,49.0,0.0,245.0,2026-01-09T05:56:00+00:00
471,5,ES,102,Monitor 27,Displays,3,349.0,0.05,994.65,2026-04-05T12:59:00+00:00
472,59,DE,102,Monitor 27,Displays,5,349.0,0.1,1570.5,2026-01-26T10:42:00+00:00
473,42,IT,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-03-13T12:50:00+00:00
474,79,FR,106,Webcam HD,Accessories,3,99.0,0.1,267.3,2026-03-03T05:38:00+00:00
475,65,IT,107,Server Mini,Servers,5,2199.0,0.1,9895.5,2026-03-31T04:10:00+00:00
476,91,FR,105,Dock USB-C,Accessories,3,159.0,0.05,453.15,2026-05-29T12:03:00+00:00
477,3,BE,103,Keyboard,Accessories,3,79.0,0.0,237.0,2026-03-17T19:53:00+00:00
478,75,BE,103,Keyboard,Accessories,1,79.0,0.1,71.1,2026-03-28T09:30:00+00:00
479,34,DE,106,Webcam HD,Accessories,5,99.0,0.1,445.5,2026-02-11T10:09:00+00:00
480,93,ES,101,Laptop Pro,Computers,5,1299.0,0.05,6170.25,2026-02-01T00:58:00+00:00
481,68,IT,106,Webcam HD,Accessories,5,99.0,0.05,470.25,2026-01-27T21:38:00+00:00
482,88,DE,102,Monitor 27,Displays,1,349.0,0.1,314.1,2026-06-22T14:46:00+00:00
483,90,BE,101,Laptop Pro,Computers,2,1299.0,0.0,2598.0,2026-03-22T06:55:00+00:00
484,41,BE,104,Mouse,Accessories,2,49.0,0.05,93.1,2026-05-06T16:50:00+00:00
485,27,DE,104,Mouse,Accessories,5,49.0,0.1,220.5,2026-06-17T13:49:00+00:00
486,61,IT,107,Server Mini,Servers,1,2199.0,0.0,2199.0,2026-04-05T10:09:00+00:00
487,27,DE,105,Dock USB-C,Accessories,3,159.0,0.05,453.15,2026-04-06T15:50:00+00:00
488,49,BE,103,Keyboard,Accessories,2,79.0,0.05,150.1,2026-06-16T01:07:00+00:00
489,69,DE,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-05-04T00:54:00+00:00
490,99,ES,107,Server Mini,Servers,3,2199.0,0.1,5937.3,2026-03-30T03:24:00+00:00
491,25,FR,102,Monitor 27,Displays,3,349.0,0.1,942.3,2026-02-24T08:09:00+00:00
492,29,ES,103,Keyboard,Accessories,3,79.0,0.0,237.0,2026-05-06T15:42:00+00:00
493,91,FR,104,Mouse,Accessories,3,49.0,0.05,139.65,2026-03-05T11:56:00+00:00
494,72,ES,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-01-23T04:28:00+00:00
495,74,DE,106,Webcam HD,Accessories,5,99.0,0.05,470.25,2026-06-13T01:38:00+00:00
496,51,IT,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-02-22T21:00:00+00:00
497,6,ES,103,Keyboard,Accessories,1,79.0,0.0,79.0,2026-06-18T05:03:00+00:00
498,57,ES,106,Webcam HD,Accessories,3,99.0,0.05,282.15,2026-02-08T22:55:00+00:00
499,26,FR,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-06-19T20:26:00+00:00
500,72,ES,106,Webcam HD,Accessories,3,99.0,0.0,297.0,2026-01-20T21:13:00+00:00
501,79,FR,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-02-14T03:18:00+00:00
502,7,FR,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-04-27T03:13:00+00:00
503,30,FR,101,Laptop Pro,Computers,1,1299.0,0.05,1234.05,2026-03-02T03:04:00+00:00
504,92,IT,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-01-01T22:38:00+00:00
505,71,FR,102,Monitor 27,Displays,4,349.0,0.05,1326.2,2026-03-28T22:00:00+00:00
506,84,ES,102,Monitor 27,Displays,3,349.0,0.0,1047.0,2026-02-21T22:59:00+00:00
507,83,DE,101,Laptop Pro,Computers,1,1299.0,0.1,1169.1,2026-02-12T06:35:00+00:00
508,69,DE,106,Webcam HD,Accessories,1,99.0,0.0,99.0,2026-03-18T01:46:00+00:00
509,23,FR,101,Laptop Pro,Computers,4,1299.0,0.05,4936.2,2026-02-03T22:00:00+00:00
510,96,BE,107,Server Mini,Servers,3,2199.0,0.0,6597.0,2026-01-02T16:29:00+00:00
511,39,FR,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-06-19T00:28:00+00:00
512,43,DE,103,Keyboard,Accessories,4,79.0,0.1,284.4,2026-04-06T10:46:00+00:00
513,64,BE,102,Monitor 27,Displays,5,349.0,0.05,1657.75,2026-02-19T16:02:00+00:00
514,25,FR,107,Server Mini,Servers,1,2199.0,0.0,2199.0,2026-01-30T13:56:00+00:00
515,94,BE,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-01-03T13:32:00+00:00
516,95,IT,103,Keyboard,Accessories,3,79.0,0.1,213.3,2026-05-03T18:30:00+00:00
517,97,ES,102,Monitor 27,Displays,2,349.0,0.1,628.2,2026-06-05T20:33:00+00:00
518,82,BE,104,Mouse,Accessories,4,49.0,0.1,176.4,2026-03-01T16:44:00+00:00
519,12,ES,104,Mouse,Accessories,1,49.0,0.0,49.0,2026-01-26T14:20:00+00:00
520,62,FR,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-02-17T11:23:00+00:00
521,50,DE,102,Monitor 27,Displays,4,349.0,0.0,1396.0,2026-03-02T00:09:00+00:00
522,39,FR,105,Dock USB-C,Accessories,5,159.0,0.0,795.0,2026-02-17T14:44:00+00:00
523,84,ES,103,Keyboard,Accessories,2,79.0,0.0,158.0,2026-05-02T13:36:00+00:00
524,16,IT,104,Mouse,Accessories,3,49.0,0.0,147.0,2026-03-15T19:17:00+00:00
525,88,DE,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-04-27T06:34:00+00:00
526,38,DE,103,Keyboard,Accessories,5,79.0,0.0,395.0,2026-02-09T21:23:00+00:00
527,18,BE,104,Mouse,Accessories,2,49.0,0.05,93.1,2026-05-17T02:54:00+00:00
528,78,BE,103,Keyboard,Accessories,4,79.0,0.1,284.4,2026-06-16T04:04:00+00:00
529,61,IT,107,Server Mini,Servers,5,2199.0,0.0,10995.0,2026-05-19T16:36:00+00:00
530,32,FR,106,Webcam HD,Accessories,5,99.0,0.0,495.0,2026-04-06T15:58:00+00:00
531,58,ES,105,Dock USB-C,Accessories,3,159.0,0.0,477.0,2026-06-16T23:30:00+00:00
532,73,DE,101,Laptop Pro,Computers,1,1299.0,0.1,1169.1,2026-06-14T08:46:00+00:00
533,65,IT,102,Monitor 27,Displays,5,349.0,0.1,1570.5,2026-01-28T06:42:00+00:00
534,22,ES,103,Keyboard,Accessories,5,79.0,0.05,375.25,2026-01-22T03:51:00+00:00
535,88,DE,102,Monitor 27,Displays,5,349.0,0.05,1657.75,2026-01-17T13:19:00+00:00
536,66,FR,104,Mouse,Accessories,1,49.0,0.05,46.55,2026-01-25T00:28:00+00:00
